site_name,station,latitude,longitude,elevation,hx_azimuth,hy_azimuth,hz_azimuth,hx_sensor,hy_sensor,hz_sensor,ex_length,ey_length,ex_azimuth,ey_azimuth,ex_num,ey_num,hx_num,hy_num,hz_num,n_chan,sampling_rate,instrument_id,collected_by,notes,mtft_file,start_date,stop_date,type,quality,
mshH013,mshH013,46.65389,-122.17722,734.9,15.5,105.5,90,2474,2464,2524,97,52,51.5,141.5,4,5,1,2,3,5,4096,ZEN18,OSU,"H013 - steep hill with young forest. single big battery. rotations - Ex 36, Ey 126;H013 - steep hill with young forest. single big battery. rotations - Ex 36, Ey 126; ex_start is off; ex_nsamples is off;H013 - steep hill with young forest. single big battery. rotations - Ex 36, Ey 126; ex_start is off; ex_nsamples is off;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south; hx_start is off; hy_start is off; hz_start is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south; ey_start is off; hy_start is off; hz_start is off; ex_nsamples is off;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south; ex_start is off; ex_nsamples is off; hy_std is large;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south; hx_nsamples is off; hx_std is large; hy_std is large;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south; hx_nsamples is off; hx_std is large; hy_std is large;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south; hx_nsamples is off;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south;H013 - Open field, Ex azimuth 36 Ey azimuth 126, steep slope toward west and south; ex_start is off; ex_nsamples is off;",TRUE,2015-07-17T01:59:46 UTC,2015-09-10T13:24:37 UTC,wb,5,Zen 18 - channel flip; two runs with different loggers. Metadata is from 2nd run
mshH014,mshH014,46.62222,-122.03917,851.97,105.5,15.5,90,2254,2284,2344,93.7,98.5,105.5,15.5,4,5,1,2,3,5,256,ZEN17,USGS,"ANT4, HX - 2254, HY - 2284; hy_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;",TRUE,2014-06-20T21:30:02 UTC,2014-06-22T17:07:41 UTC,wb,5,
mshH015,mshH015,46.65472,-121.95139,1117.16,15.5,105.5,90,2264,2284,2324,103,94,15.5,105.5,4,5,1,2,3,5,1024,ZEN22,USGS,ey_nsamples is off; ex_nsamples is off; hy_nsamples is off; hz_nsamples is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; ey_nsamples is off; hy_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hx_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; ex_nsamples is off; ex_nsamples is off; hy_nsamples is off; hy_std is large;,TRUE,2014-08-11T21:00:02 UTC,2014-08-13T16:54:23 UTC,wb,5,
mshH016,mshH016,46.64694,-121.8825,1234.24,15.5,105.5,90,2304,2334,2324,99,106,15.5,105.5,4,5,1,2,3,5,1024,ZEN24,USGS,ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; hy_nsamples is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; ey_nsamples is off; hx_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; ey_nsamples is off; hz_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; hz_nsamples is off; ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; hx_nsamples is off; hz_nsamples is off;,FALSE,2014-08-07T00:00:02 UTC,2014-08-08T23:59:55 UTC,wb,5,I don't have this site in my list
mshH017,mshH017,46.65222,-121.7675,1229.53,15.5,105.5,90,2344,2284,2854,60,84,15.5,105.5,4,5,1,2,3,5,256,ZEN46,USGS,ex_nsamples is off; ey_start is off; ex_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; ex_nsamples is off;,TRUE,2015-09-01T18:00:02 UTC,2015-09-03T12:51:47 UTC,wb,5,Hx differs between notes and cfg
mshH018,mshH018,46.65111,-121.66,583.31,15.5,105.5,90,2294,2324,2334,101,114,15.5,105.5,4,5,1,2,3,5,1024,ZEN24,USGS,ex_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; hx_std is large; hy_std is large; hz_std is large; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; hx_std is large; hy_std is large; hz_std is large; hx_start is off; hx_nsamples is off; hx_std is large; ex_nsamples is off; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; hx_std is large; hz_std is large; ex_nsamples is off; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; hx_std is large; hy_std is large; ex_nsamples is off; hx_std is large; hy_std is large; hz_std is large; hz_nsamples is off; hx_std is large; hy_std is large; hz_std is large;,TRUE,2014-08-14T00:00:02 UTC,2014-08-15T16:55:04 UTC,wb,5,
mshH019,mshH019,46.65806,-121.58111,612.78,15.5,105.5,90,2284,2294,2344,97,94,15.5,105.5,4,5,1,2,3,5,1024,ZEN22,USGS,ex_std is large; hy_std is large; hz_std is large; ex_nsamples is off; hy_std is large; hz_std is large; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off; ex_std is large; hy_std is large; hz_std is large; ey_nsamples is off; ex_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_std is large; ey_std is large; hy_std is large; hz_std is large; hz_nsamples is off; ex_std is large; hy_std is large; hz_std is large; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_std is large; hy_std is large; hz_std is large; ex_std is large; hy_std is large; hz_std is large; hy_nsamples is off; hy_std is large; hz_std is large;,TRUE,2014-08-14T02:00:02 UTC,2014-08-15T15:05:37 UTC,wb,5,
mshH020,mshH020,46.65556,-121.48472,1111.72,15.5,105.5,90,2374,2384,2514,100,92,15.5,105.5,4,5,1,2,3,5,4096,ZEN18,OSU,H020 - sparse forest at wilderness boundary. Extremely high CR 20k-30kOhm. Rotations Ex 0 Ey 90.; ey_start is off; hx_start is off; ey_nsamples is off; hx_nsamples is off;H020 - sparse forest at wilderness boundary. Extremely high CR 20k-30kOhm. Rotations Ex 0 Ey 90.; hz_start is off; hz_nsamples is off;H020 - sparse forest at wilderness boundary. Extremely high CR 20k-30kOhm. Rotations Ex 0 Ey 90.; ey_start is off; hy_start is off; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off;H020 - sparse forest at wilderness boundary. Extremely high CR 20k-30kOhm. Rotations Ex 0 Ey 90.; ey_start is off; ey_nsamples is off;,TRUE,2015-08-14T13:59:55 UTC,2015-08-17T14:19:38 UTC,wb,5,Zen 18 - channel flip; Jared's code lost Ey - probably due to dropped channel
mshH021,mshH021,46.65343,-121.381,1421.59,15.5,105.5,90,2394,2434,2444,50,74,35.5,125.5,4,5,1,2,3,4,4096,ZEN17,OSU,"H021 - L-dipole, alpine forest, frogs, Ex 20 Ey 110, and getting caught in the rain.; ey_start is off; ey_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large;H021 - L-dipole, alpine forest, frogs, Ex 20 Ey 110, and getting caught in the rain.; ex_start is off; ex_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large;",TRUE,2015-08-16T13:59:52 UTC,2015-08-17T14:19:38 UTC,wb,5,"no edi file, don't archive"
mshI010,mshI010,46.56417,-122.57889,212.98,15.5,105.5,90,2374,2434,2514,89,60,355.5,85.5,4,5,1,2,3,5,4096,ZEN17,OSU,I010 - forest. big transmission lines 800 m N and 1.7 km E. Rotations Ex 340 Ey 70.; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;I010 - forest. big transmission lines 800 m N and 1.7 km E. Rotations Ex 340 Ey 70.; ex_start is off; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;I010 - forest. big transmission lines 800 m N and 1.7 km E. Rotations Ex 340 Ey 70.; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;I010 - forest. big transmission lines 800 m N and 1.7 km E. Rotations Ex 340 Ey 70.; ey_start is off; hx_start is off; hy_start is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; ey_std is large; hx_std is large; hz_std is large;I010 - forest. big transmission lines 800 m N and 1.7 km E. Rotations Ex 340 Ey 70.; hy_start is off; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hz_std is large;I010 - forest. big transmission lines 800 m N and 1.7 km E. Rotations Ex 340 Ey 70.; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;I010 - forest. big transmission lines 800 m N and 1.7 km E. Rotations Ex 340 Ey 70.; ey_start is off; hy_start is off; hz_start is off; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;I010 - forest. big transmission lines 800 m N and 1.7 km E. Rotations Ex 340 Ey 70.; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;,TRUE,2015-09-29T01:59:46 UTC,2015-10-01T14:19:39 UTC,wb,5,ok but no notes
mshI011,mshI011,46.57306,-122.41389,280.73,15.5,105.5,90,2464,2474,2484,101,100,15.5,105.5,4,5,1,2,3,5,4096,ZEN21,OSU,"I011 - sparse forest with lots of grass and soft soil. Friendly dog lives here and loves geophysics.; ey_std is large; hx_std is large; hy_std is large; hz_std is large;I011 - sparse forest with lots of grass and soft soil. Friendly dog lives here and loves geophysics.; hx_start is off; hx_nsamples is off; hz_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large;I011 - sparse forest with lots of grass and soft soil. Friendly dog lives here and loves geophysics.; ey_std is large; hx_std is large; hy_std is large; hz_std is large;I011 - sparse forest with lots of grass and soft soil. Friendly dog lives here and loves geophysics.; ey_std is large; hx_std is large; hy_std is large; hz_std is large;I011 - sparse forest with lots of grass and soft soil. Friendly dog lives here and loves geophysics.; hz_start is off; hz_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large;I011 - sparse forest with lots of grass and soft soil. Friendly dog lives here and loves geophysics.; ey_start is off; hx_start is off; ey_nsamples is off; hx_nsamples is off; ey_std is large; hx_std is large;second run incase data was bad. Only one battery is in. Very flat ground, nice owners METADATA , best dog.; ex_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large;second run incase data was bad. Only one battery is in. Very flat ground, nice owners METADATA , best dog.; ey_start is off; ex_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large;second run incase data was bad. Only one battery is in. Very flat ground, nice owners METADATA , best dog.; ey_std is large; hx_std is large; hy_std is large; hz_std is large;second run incase data was bad. Only one battery is in. Very flat ground, nice owners METADATA , best dog.; hz_start is off; ey_nsamples is off; hy_nsamples is off; hz_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large;second run incase data was bad. Only one battery is in. Very flat ground, nice owners METADATA , best dog.; ey_std is large; hx_std is large; hy_std is large; hz_std is large;",TRUE,2015-07-16T01:59:46 UTC,2015-07-22T14:19:38 UTC,wb,5,"2 runs with different loggers. Notes have coils 2564,2574,2584 (not valid #s)"
mshI012,mshI012,46.60222,-122.30056,557.1,15.5,105.5,90,2524,2534,2544,65,84,37.5,127.5,4,5,1,2,3,5,4096,ZEN18,OSU,I012 - clearcut on hill sloping S. Rotations: Ex 22 Ey 112; hx_std is large;I012 - clearcut on hill sloping S. Rotations: Ex 22 Ey 112; ey_std is large;I012 - clearcut on hill sloping S. Rotations: Ex 22 Ey 112;I012 - clearcut on hill sloping S. Rotations: Ex 22 Ey 112;I012 - clearcut on hill sloping S. Rotations: Ex 22 Ey 112;I012 - clearcut on hill sloping S. Rotations: Ex 22 Ey 112;I012 - clearcut on hill sloping S. Rotations: Ex 22 Ey 112;I012 - clearcut on hill sloping S. Rotations: Ex 22 Ey 112; ex_start is off; ex_nsamples is off;,TRUE,2015-07-14T01:59:46 UTC,2015-07-16T09:50:34 UTC,wb,5,Zen 18 - channel flip
mshI014,mshI014,46.58667,-122.11361,1075.66,15.5,105.5,90,2374,2384,2514,89,95,15.5,105.5,4,5,1,2,3,5,4096,ZEN18,OSU,SE L dipole. 3rd try with better zen. bad resistances. good luck!; hx_nsamples is off;SE L dipole. 3rd try with better zen. bad resistances. good luck!; ey_start is off; hx_start is off; hy_start is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off;SE L dipole. 3rd try with better zen. bad resistances. good luck!;SE L dipole. 3rd try with better zen. bad resistances. good luck!; hx_nsamples is off;SE L dipole. 3rd try with better zen. bad resistances. good luck!; hz_start is off; hx_nsamples is off; hz_nsamples is off;SE L dipole. 3rd try with better zen. bad resistances. good luck!;,TRUE,2015-08-01T01:59:46 UTC,2015-08-02T14:19:38 UTC,wb,5,Zen 18 - channel flip
mshI015,mshI015,46.59583,-121.97833,900.65,15.5,105.5,90,2254,2284,2344,87.4,78.3,344.5,74.5,4,5,1,2,3,5,256,ZEN17,USGS,"ANT4, HX - 2254, HY - 2284; hy_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;",TRUE,2014-06-18T21:00:02 UTC,2014-06-20T16:23:54 UTC,wb,5,
mshI016,mshI016,46.56611,-121.90361,583.99,15.5,105.5,90,2464,2474,2524,50,88,358.5,88.5,4,5,1,2,3,5,4096,ZEN23,OSU,"I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.; ex_nsamples is off; hx_std is large;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.; hx_start is off; hz_start is off; ex_nsamples is off;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.; ex_start is off; ex_nsamples is off; hx_std is large; hy_std is large;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.; hy_std is large;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.; ey_start is off; hx_start is off; hz_start is off; ex_nsamples is off;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.; ex_start is off; ex_nsamples is off;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.; ex_nsamples is off;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.; ex_start is off; ex_nsamples is off;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.; hx_start is off; hz_start is off; ey_nsamples is off; hx_nsamples is off; hz_nsamples is off;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.; ey_nsamples is off;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.;I016 - Dense forest. Short wires to avoid culverts. Rotations Ex 343, Ey 73.; ey_start is off; ey_nsamples is off;",TRUE,2015-07-31T01:59:46 UTC,2015-08-04T03:21:22 UTC,wb,5,ok
mshI017,mshI017,46.58389,-121.81,1243.24,15.5,105.5,90,2264,2324,2844,93.6,95.5,29.5,119.5,4,5,1,2,3,5,256,ZEN15,USGS,"ANT4, HX - 2264, HY, - 2324; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;",TRUE,2014-06-19T21:00:02 UTC,2014-06-21T18:47:36 UTC,wb,5,
mshI018,mshI018,46.58139,-121.72333,603.97,15.5,105.5,90,2334,2324,2294,83,120,15.5,105.5,4,5,1,2,3,5,1024,ZEN24,USGS,ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ey_nsamples is off; hx_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; hx_nsamples is off; hz_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;,TRUE,2014-08-15T22:00:02 UTC,2014-08-17T01:42:50 UTC,wb,5,
mshI019,mshI019,46.58972,-121.61556,1269,15.5,105.5,90,2464,2474,2484,60,56,1.5,91.5,4,5,1,2,3,5,4096,ZEN21,OSU,I019 reinstalled due to multiple problems with previous. Discard data from previous run. Dense forest near hilltop. Rotated Ex 346 Ey 76.;I019 reinstalled due to multiple problems with previous. Discard data from previous run. Dense forest near hilltop. Rotated Ex 346 Ey 76.; hx_nsamples is off; ey_std is large;I019 reinstalled due to multiple problems with previous. Discard data from previous run. Dense forest near hilltop. Rotated Ex 346 Ey 76.; hz_start is off; hz_nsamples is off;I019 reinstalled due to multiple problems with previous. Discard data from previous run. Dense forest near hilltop. Rotated Ex 346 Ey 76.;I019 reinstalled due to multiple problems with previous. Discard data from previous run. Dense forest near hilltop. Rotated Ex 346 Ey 76.; hx_start is off; hy_start is off; hx_nsamples is off; hy_nsamples is off; ey_std is large;I019 reinstalled due to multiple problems with previous. Discard data from previous run. Dense forest near hilltop. Rotated Ex 346 Ey 76.;I019 reinstalled due to multiple problems with previous. Discard data from previous run. Dense forest near hilltop. Rotated Ex 346 Ey 76.; ey_std is large;I019 reinstalled due to multiple problems with previous. Discard data from previous run. Dense forest near hilltop. Rotated Ex 346 Ey 76.; ex_start is off; ex_nsamples is off; ey_std is large;,FALSE,2015-07-03T01:59:46 UTC,2015-07-05T09:39:26 UTC,wb,5,all metadata Jared pulled was worng or missing
mshI020,mshI020,46.57833,-121.54806,878.69,15.5,105.5,90,2274,2324,2304,53,96,105.5,15.5,4,5,1,2,3,5,256,ZEN26,USGS,ex_nsamples is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_nsamples is off; hz_std is large;,TRUE,2015-08-31T02:20:12 UTC,2015-09-01T20:44:35 UTC,wb,5,"Ex/Ey channels flipped and polarity off. Notes have Ex=96,Ey=53"
mshI021,mshI021,46.60528,-121.41194,1967.35,15.5,105.5,90,2544,2484,2534,83,78,340.5,70.5,4,5,1,2,3,5,4096,ZEN18,OSU,"I021 - Alpine meadow on ridge. Top of ski lift is 350m E METADATA , shut down for season Lift cable runs generally N-S. Rotations Ex 325 Ey 55;I021 - Alpine meadow on ridge. Top of ski lift is 350m E METADATA , shut down for season Lift cable runs generally N-S. Rotations Ex 325 Ey 55; ey_start is off; hx_start is off; hy_start is off; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; ex_std is large;I021 - Alpine meadow on ridge. Top of ski lift is 350m E METADATA , shut down for season Lift cable runs generally N-S. Rotations Ex 325 Ey 55; ex_std is large;I021 - Alpine meadow on ridge. Top of ski lift is 350m E METADATA , shut down for season Lift cable runs generally N-S. Rotations Ex 325 Ey 55;I021 - Alpine meadow on ridge. Top of ski lift is 350m E METADATA , shut down for season Lift cable runs generally N-S. Rotations Ex 325 Ey 55; ey_start is off; hz_start is off; ey_nsamples is off; hz_nsamples is off; ex_std is large;I021 - Alpine meadow on ridge. Top of ski lift is 350m E METADATA , shut down for season Lift cable runs generally N-S. Rotations Ex 325 Ey 55; ex_std is large;I021 - alpine meadow near top of inactive ski area. 2nd attempt after poor data quality. Keeping previous data on cards. Rotations Ex 325 Ey; ex_std is large;I021 - alpine meadow near top of inactive ski area. 2nd attempt after poor data quality. Keeping previous data on cards. Rotations Ex 325 Ey; ex_std is large;I021 - alpine meadow near top of inactive ski area. 2nd attempt after poor data quality. Keeping previous data on cards. Rotations Ex 325 Ey; ex_std is large;I021 - alpine meadow near top of inactive ski area. 2nd attempt after poor data quality. Keeping previous data on cards. Rotations Ex 325 Ey; ex_std is large;I021 - alpine meadow near top of inactive ski area. 2nd attempt after poor data quality. Keeping previous data on cards. Rotations Ex 325 Ey; ey_start is off; hx_start is off; ey_nsamples is off; hx_nsamples is off; ex_std is large;I021 - alpine meadow near top of inactive ski area. 2nd attempt after poor data quality. Keeping previous data on cards. Rotations Ex 325 Ey; ex_std is large;",TRUE,2015-09-30T01:59:46 UTC,2015-10-03T14:19:38 UTC,wb,5,Zen 18 - channel flipped; notes have Ex and Ey lengths flipped relative to what's in Z3D files
mshI022,mshI022,46.57694,-121.28361,1686.51,15.5,105.5,90,2524,2464,2474,86,91,345.5,75.5,4,5,1,2,3,5,4096,ZEN23,OSU,"I022 - forest clearing. ANT4 connection trouble required swapping channels. Rotations Ex 330, Ey 60.;I022 - forest clearing. ANT4 connection trouble required swapping channels. Rotations Ex 330, Ey 60.; hx_start is off; hx_nsamples is off; ey_std is large;I022 - forest clearing. ANT4 connection trouble required swapping channels. Rotations Ex 330, Ey 60.; ey_std is large;I022 - forest clearing. ANT4 connection trouble required swapping channels. Rotations Ex 330, Ey 60.;I022 - forest clearing. ANT4 connection trouble required swapping channels. Rotations Ex 330, Ey 60.; ex_start is off; ex_nsamples is off;I022 - forest clearing. ANT4 connection trouble required swapping channels. Rotations Ex 330, Ey 60.; ex_start is off; ex_nsamples is off;",TRUE,2015-10-02T01:59:46 UTC,2015-10-03T14:19:38 UTC,wb,5,"no notes, coil swap noted in readme file"
mshJ010,mshJ010,46.50167,-122.48694,416.7,105.5,15.5,90,2504,2554,2524,97,100,105.5,15.5,4,5,1,2,3,5,256,ZEN17,USGS,"BAD 2514 COIL; hx_std is large; hy_std is large; hz_std is large;ANT4, HX - 2504, HY - 2554; hy_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large;",TRUE,2014-06-12T21:30:02 UTC,2014-06-15T01:59:00 UTC,wb,5,
mshJ011,mshJ011,46.52139,-122.34,510.21,15.5,105.5,90,2464,2474,2484,100,100,15.5,105.5,4,5,1,2,3,5,4096,ZEN21,OSU,J011 - Clearcut sloping gently to SE.; ey_nsamples is off; hz_nsamples is off; hx_std is large; hz_std is large;J011 - Clearcut sloping gently to SE.; ex_start is off; ex_nsamples is off; hx_std is large; hy_std is large; hz_std is large;J011 - Clearcut sloping gently to SE.; hx_std is large; hz_std is large;J011 - Clearcut sloping gently to SE.; hx_std is large; hy_std is large; hz_std is large;J011 - Clearcut sloping gently to SE.; hy_start is off; hz_start is off; hy_nsamples is off; hz_nsamples is off; hx_std is large; hy_std is large; hz_std is large;J011 - Clearcut sloping gently to SE.; hx_std is large; hy_std is large; hz_std is large;J011 - Clearcut sloping gently to SE.; hx_std is large; hy_std is large; hz_std is large;J011 - Clearcut sloping gently to SE.; ex_start is off; ex_nsamples is off; hx_std is large; hy_std is large; hz_std is large;,TRUE,2015-07-11T01:59:46 UTC,2015-07-13T06:52:37 UTC,wb,5,ok
mshJ012,mshJ012,46.50917,-122.26972,554.1,15.5,105.5,90,2434,2444,2394,80,60,355.5,85.5,4,5,1,2,3,5,4096,ZEN17,OSU,"North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str; hx_std is large;North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str; ey_start is off; hy_start is off; ey_nsamples is off; hy_nsamples is off;North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str;North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str; hx_std is large;North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str; hx_start is off; hx_nsamples is off;North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str;North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str; hx_std is large;North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str; hx_start is off; hx_nsamples is off; hx_std is large;North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str;North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str;North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str; hx_start is off; hx_nsamples is off; ey_std is large;North T dipole a few meters south of last occupation. N340deg E70deg. Lots of stinging nettle, its wet erreywhere, really bad soil. also str;",TRUE,2015-07-11T01:59:46 UTC,2015-07-14T14:19:38 UTC,wb,5,Jared's code pulled weird E dipole lengths and azimuths
mshJ013,mshJ013,46.5625,-122.19444,965.68,15.5,105.5,90,2384,2434,2474,81.2,98.5,29.5,119.5,4,5,1,2,3,5,256,ZEN22,USGS,FERN GULLY! PRETTY WOODS; hy_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large;,TRUE,2014-06-15T01:00:02 UTC,2014-06-16T22:46:35 UTC,wb,5,
mshJ014,mshJ014,46.51417,-122.05917,323.93,15.5,105.5,90,2254,2334,2264,100,102,15.5,105.5,4,5,1,2,3,5,256,ZEN46,USGS,ex_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; hx_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large; ex_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large; hy_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large; hx_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large; ey_nsamples is off; hx_nsamples is off; hy_nsamples is off; ex_std is large; ey_std is large; hx_std is large; hy_std is large; hz_std is large; hx_nsamples is off; hy_nsamples is off; hz_nsamples is off; ex_std is large; hx_std is large; hy_std is large; hz_std is large;,TRUE,2015-08-27T21:00:02 UTC,2015-08-29T15:49:11 UTC,wb,5,"notes and cfg inconsistent with coil #s. Notes say 2254,2334,2264"
